Tax Liens,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Credit Score,Annual Income,Number of Open Accounts,Years of Credit History,Current Credit Balance,Monthly Debt,Term_Long Term,Term_Short Term,Purpose_debt consolidation,Purpose_other,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Predicted_Class
0.0,643896.0,0.0,0.0,326502.0,731.0,1120309.1283718583,9.0,17.3,311410.0,10038.0,1,0,1,0,0,0,1,0
0.0,573518.0,0.0,0.0,404624.0,691.0,1458003.0,10.0,12.8,295697.0,23571.0,0,1,1,0,0,0,1,0
0.0,624316.0,0.0,0.0,172876.0,727.0,1231675.0,11.0,22.1,418399.0,23556.0,1,0,0,1,1,0,0,0
0.0,501556.0,1.0,1.0,309606.0,749.0,653429.0,16.0,14.8,156807.0,9529.0,0,1,1,0,0,0,1,0
0.0,746174.0,0.0,0.0,220242.0,707.0,679630.0,16.0,25.9,280972.0,9911.0,0,1,1,0,1,0,0,0
0.0,610082.0,0.0,0.0,309606.0,730.0,1223524.0,8.0,12.7,400425.0,27325.0,0,1,0,1,1,0,0,0
0.0,874610.0,0.0,0.0,264836.0,725.0,1906080.0,18.0,15.6,268147.0,28274.0,1,0,1,0,1,0,0,0
0.0,690514.0,0.0,0.0,695266.0,6340.0,1602403.0,13.0,18.9,365560.0,16959.0,1,0,0,1,1,0,0,1
0.0,259908.0,0.0,0.0,207570.0,731.0,981274.0,10.0,11.2,168568.0,8750.0,0,1,1,0,0,0,1,1
0.0,483912.0,0.0,0.0,257818.0,738.0,742216.0,10.0,9.5,90269.0,16267.0,1,0,1,0,0,0,1,1
0.0,724900.0,0.0,0.0,633842.0,741.0,1170590.0,12.0,18.7,420717.0,26391.0,0,1,1,0,1,0,0,0
0.0,939378.0,0.0,0.0,393866.0,7140.0,1238895.0,10.0,17.5,499757.0,26017.0,0,1,1,0,1,0,0,1
0.0,286088.0,0.0,0.0,309606.0,745.0,1984512.0,11.0,10.5,134653.0,25964.0,0,1,1,0,0,0,1,0
0.0,475618.0,0.0,0.0,500192.0,734.0,1784252.0,16.0,17.0,233130.0,31522.0,1,0,1,0,1,0,0,1
0.0,508970.0,0.0,0.0,371052.0,717.0,1771883.0,10.0,19.6,187682.0,37210.0,0,1,1,0,0,1,0,0
0.0,607618.0,0.0,0.0,291082.0,747.0,1378013.0,10.0,25.6,324292.0,15503.0,0,1,1,0,1,0,0,0
0.0,1252680.0,0.0,0.0,238744.0,733.0,594434.0,13.0,20.5,474943.0,16843.0,0,1,1,0,0,1,0,0
1.0,380490.0,1.0,0.0,419738.0,632.0,1457775.0,12.0,17.0,191900.0,37416.0,0,1,0,1,0,0,1,0
0.0,160952.0,0.0,0.0,134112.0,745.0,733552.0,10.0,14.8,92150.0,16009.0,0,1,0,1,1,0,0,0
0.0,475618.0,0.0,0.0,313918.0,721.0,1607286.0,19.0,31.1,208449.0,23306.0,0,1,1,0,1,0,0,0
0.0,695178.0,0.0,0.0,98868.0,731.0,1477856.7261284718,16.0,17.8,465291.0,23790.0,0,1,1,0,1,0,0,0
0.0,468116.0,0.0,0.0,321068.0,741.0,1632214.0,10.0,28.8,412775.0,22579.0,0,1,1,0,1,0,0,0
0.0,289938.0,0.0,0.0,239140.0,743.0,1479378.0,10.0,27.2,221597.0,21205.0,0,1,0,1,1,0,0,0
0.0,146476.0,0.0,0.0,309606.0,744.0,583623.0,14.0,17.0,98933.0,9338.0,0,1,1,0,0,0,1,0
0.0,206008.0,0.0,0.0,783706.0,706.0,1170590.0,7.0,24.5,110314.0,17712.0,1,0,1,0,1,0,0,0
0.0,419584.0,0.0,0.0,309606.0,750.0,1023948.0,10.0,10.6,29716.0,3985.0,0,1,1,0,0,0,1,0
0.0,218790.0,1.0,1.0,393866.0,745.0,2740123.0,10.0,17.0,134349.0,15322.0,0,1,1,0,1,0,0,0
0.0,767602.0,0.0,0.0,780714.0,6900.0,1714503.0,10.0,16.0,493221.0,39148.0,1,0,1,0,1,0,0,1
0.0,615142.0,0.0,0.0,220814.0,739.0,915382.0,11.0,11.8,160436.0,9154.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,527054.0,667.0,1365530.0,15.0,21.5,734122.0,21280.0,1,0,0,1,0,1,0,1
0.0,644666.0,0.0,0.0,358094.0,737.0,1353009.0,13.0,12.5,530024.0,15447.0,0,1,1,0,0,0,1,0
0.0,897842.0,0.0,0.0,321992.0,740.0,1038141.0,13.0,17.0,614897.0,23791.0,0,1,1,0,0,1,0,0
0.0,232254.0,0.0,0.0,309606.0,716.0,1170590.0,10.0,17.0,71402.0,8491.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,432520.0,689.0,2129178.0,11.0,15.9,52497.0,11090.0,1,0,0,1,0,0,1,0
0.0,326832.0,0.0,0.0,447480.0,735.0,1545840.0,6.0,10.5,171893.0,14814.0,0,1,0,1,0,0,1,0
0.0,493350.0,0.0,0.0,375826.0,738.0,1145586.0,15.0,9.9,171285.0,7599.0,0,1,1,0,1,0,0,0
0.0,245718.0,0.0,0.0,233706.0,728.0,803073.0,7.0,10.5,121809.0,15914.0,0,1,0,1,0,0,1,0
0.0,493438.0,0.0,0.0,309606.0,732.0,1776899.0,7.0,26.8,401432.0,12113.0,0,1,1,0,1,0,0,0
0.0,1147190.0,0.0,0.0,175208.0,731.0,1482232.481135895,9.0,11.6,337858.0,28614.0,0,1,1,0,0,0,1,0
0.0,754974.0,0.0,0.0,139810.0,7400.0,1383941.0,13.0,22.5,208449.0,18914.0,0,1,0,1,1,0,0,1
0.0,145222.0,1.0,1.0,211266.0,7050.0,1061929.0,8.0,27.2,105108.0,19026.0,0,1,1,0,0,0,1,1
0.0,1027202.0,0.0,0.0,309606.0,744.0,594434.0,6.0,17.0,367270.0,16991.0,0,1,1,0,0,0,1,0
0.0,418770.0,0.0,0.0,253220.0,728.0,1041352.0,6.0,22.5,248102.0,19872.0,0,1,1,0,0,1,0,0
0.0,314138.0,0.0,0.0,243188.0,751.0,1565638.0,8.0,23.6,151924.0,20745.0,0,1,1,0,1,0,0,0
0.0,215622.0,0.0,0.0,258676.0,714.0,744648.0,10.0,19.3,134083.0,16941.0,0,1,1,0,1,0,0,0
0.0,586014.0,0.0,0.0,197428.0,741.0,559683.0,9.0,18.9,293037.0,7430.0,0,1,1,0,0,1,0,0
0.0,721226.0,0.0,0.0,288024.0,731.0,877420.0,14.0,16.5,204307.0,14770.0,1,0,1,0,1,0,0,0
0.0,914694.0,0.0,0.0,533126.0,714.0,1044278.0,10.0,24.0,478705.0,10007.0,1,0,1,0,1,0,0,1
0.0,109868.0,5.0,5.0,601656.0,692.0,2560915.0,10.0,17.0,208449.0,16009.0,1,0,1,0,1,0,0,0
0.0,747186.0,0.0,0.0,221606.0,731.0,1562840.9886966348,10.0,18.1,409754.0,28631.0,0,1,0,1,1,0,0,0
0.0,645480.0,0.0,0.0,309606.0,698.0,2425597.0,14.0,12.6,370158.0,33554.0,1,0,1,0,0,0,1,0
1.0,183722.0,1.0,0.0,309606.0,734.0,1817274.0,10.0,17.0,96311.0,19687.0,0,1,0,1,0,0,1,0
0.0,771012.0,0.0,0.0,288838.0,746.0,959405.0,9.0,16.0,346256.0,13671.0,0,1,1,0,1,0,0,0
0.0,343266.0,0.0,0.0,396506.0,672.0,1079086.0,11.0,17.0,182609.0,5971.0,1,0,0,1,1,0,0,0
0.0,1127874.0,0.0,0.0,638352.0,738.0,1250371.0,9.0,22.2,734464.0,21256.0,0,1,1,0,0,0,1,0
0.0,545248.0,0.0,0.0,309606.0,749.0,1168348.0,14.0,13.3,261820.0,17525.0,0,1,1,0,1,0,0,0
0.0,188540.0,0.0,0.0,309606.0,724.0,1150032.0,13.0,15.8,74727.0,14567.0,0,1,1,0,1,0,0,0
0.0,416900.0,0.0,0.0,328856.0,731.0,1202083.0973838654,9.0,27.4,168511.0,12293.0,0,1,1,0,0,0,1,0
0.0,563310.0,0.0,0.0,332552.0,731.0,1198678.5832176437,6.0,24.2,401850.0,9548.0,0,1,1,0,0,0,1,0
0.0,643984.0,0.0,0.0,662090.0,660.0,1286452.0,9.0,24.2,443251.0,26158.0,1,0,1,0,1,0,0,0
0.0,602668.0,0.0,0.0,378994.0,688.0,1301804.0,13.0,16.0,320093.0,22022.0,1,0,1,0,0,1,0,1
0.0,347138.0,0.0,0.0,432828.0,727.0,1420459.0,8.0,20.8,149891.0,19650.0,1,0,1,0,1,0,0,0
0.0,361064.0,0.0,0.0,313830.0,700.0,967955.0,8.0,15.5,176814.0,9437.0,1,0,1,0,1,0,0,0
0.0,630190.0,1.0,0.0,167618.0,731.0,969833.5565339078,13.0,19.7,121372.0,5214.0,0,1,0,1,1,0,0,0
0.0,476410.0,0.0,0.0,219780.0,731.0,1133846.9021386134,11.0,11.4,190912.0,14922.0,0,1,1,0,0,0,1,0
0.0,717464.0,0.0,0.0,402534.0,733.0,788576.0,6.0,20.5,465348.0,11632.0,1,0,1,0,1,0,0,1
0.0,286484.0,0.0,0.0,179212.0,711.0,1276819.0,13.0,12.8,112328.0,12130.0,0,1,0,1,1,0,0,0
0.0,257972.0,0.0,0.0,309606.0,739.0,1066014.0,13.0,9.1,106058.0,9150.0,0,1,0,1,0,0,1,0
0.0,291104.0,0.0,0.0,179388.0,705.0,650712.0,13.0,10.8,162906.0,11003.0,1,0,1,0,0,0,1,0
0.0,141944.0,0.0,0.0,287606.0,731.0,1157461.379711818,7.0,13.6,55651.0,17470.0,0,1,1,0,0,1,0,0
0.0,604516.0,0.0,0.0,692164.0,730.0,1156986.0,13.0,16.1,313766.0,27382.0,0,1,1,0,0,0,1,0
0.0,1306976.0,0.0,0.0,167662.0,702.0,1555283.0,13.0,31.5,208449.0,31235.0,0,1,1,0,1,0,0,0
0.0,909062.0,0.0,0.0,284702.0,723.0,932976.0,18.0,9.5,330524.0,28844.0,0,1,1,0,0,0,1,0
0.0,595804.0,0.0,0.0,309606.0,723.0,1207336.0,13.0,15.5,394668.0,18211.0,1,0,1,0,0,0,1,0
0.0,847352.0,0.0,0.0,349646.0,697.0,1819573.0,8.0,17.5,613966.0,24413.0,1,0,0,1,1,0,0,0
0.0,752862.0,0.0,0.0,309606.0,735.0,688655.0,8.0,15.1,384921.0,8551.0,0,1,1,0,0,0,1,0
0.0,151646.0,0.0,0.0,309606.0,738.0,934800.0,13.0,27.8,208449.0,4806.0,0,1,1,0,0,0,1,0
0.0,608652.0,0.0,0.0,455378.0,664.0,1025145.0,12.0,14.4,268603.0,26654.0,1,0,1,0,0,0,1,1
0.0,474298.0,0.0,0.0,411488.0,725.0,1346663.0,18.0,24.0,343273.0,14140.0,0,1,1,0,0,0,1,0
0.0,342122.0,0.0,0.0,221804.0,7190.0,1129626.0,9.0,10.2,202103.0,17227.0,0,1,1,0,0,1,0,1
0.0,1381116.0,0.0,0.0,309606.0,742.0,1219857.0,10.0,20.1,360221.0,25922.0,0,1,1,0,0,0,1,0
0.0,802648.0,0.0,0.0,467588.0,702.0,1346093.0,10.0,25.9,610014.0,12564.0,1,0,1,0,1,0,0,0
0.0,183766.0,0.0,0.0,88616.0,727.0,1072398.0,11.0,16.7,105849.0,20465.0,0,1,1,0,0,0,1,0
0.0,1363780.0,0.0,0.0,343244.0,751.0,1667421.0,18.0,18.0,283860.0,19175.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,86196.0,729.0,1170590.0,10.0,13.6,80560.0,7259.0,0,1,1,0,0,0,1,0
0.0,674344.0,0.0,0.0,351714.0,701.0,949240.0,8.0,11.3,410590.0,16722.0,1,0,1,0,0,0,1,0
0.0,249106.0,1.0,1.0,221474.0,735.0,1415424.0,12.0,24.2,76380.00000000003,11111.0,0,1,1,0,1,0,0,0
0.0,874676.0,0.0,0.0,319044.0,7110.0,712918.0,9.0,14.0,478173.0,18595.0,0,1,0,1,0,0,1,1
0.0,1034352.0,0.0,0.0,307472.0,742.0,777670.0,11.0,26.1,287641.0,12443.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,81114.0,749.0,875786.0,10.0,18.6,201039.0,9845.0,0,1,1,0,1,0,0,0
0.0,437932.0,0.0,0.0,269544.0,716.0,872955.0,11.0,15.5,279509.0,9384.0,0,1,1,0,0,0,1,0
0.0,256586.0,0.0,0.0,460812.0,731.0,1113875.6927089586,6.0,21.0,151354.0,11006.0,0,1,0,1,1,0,0,0
0.0,215204.0,0.0,0.0,274164.0,705.0,1159057.0,13.0,20.8,65987.0,24243.0,1,0,1,0,0,0,1,1
0.0,272096.0,0.0,0.0,329120.0,692.0,1136922.0,12.0,10.0,94924.0,15538.0,0,1,1,0,0,0,1,0
0.0,267080.0,0.0,0.0,164934.0,731.0,1010289.2267541202,6.0,17.0,121315.0,8244.0,0,1,1,0,0,0,1,0
0.0,433246.0,0.0,0.0,231902.0,740.0,586891.0,7.0,10.6,185592.0,5331.0,0,1,1,0,0,0,1,0
0.0,368544.0,1.0,1.0,222156.0,737.0,1573276.0,12.0,18.4,181108.0,13766.0,0,1,1,0,0,1,0,0
0.0,337546.0,0.0,0.0,412764.0,731.0,1139210.3619708852,9.0,12.5,198246.0,14653.0,1,0,1,0,1,0,0,0
0.0,904508.0,0.0,0.0,516428.0,745.0,1170590.0,13.0,14.2,156237.0,12461.0,0,1,0,1,0,0,1,0
0.0,334576.0,0.0,0.0,765688.0,679.0,1794892.0,10.0,23.4,209494.0,6162.0,1,0,0,1,1,0,0,0
0.0,444400.0,2.0,1.0,175406.0,716.0,908903.0,11.0,17.0,118598.0,6991.0,0,1,1,0,1,0,0,0
0.0,467654.0,0.0,0.0,346588.0,731.0,1207210.4247889624,6.0,22.1,300884.0,12433.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,309606.0,7150.0,1050909.0,6.0,10.2,208449.0,10159.0,0,1,1,0,0,0,1,1
0.0,198198.0,0.0,0.0,309606.0,689.0,1336080.0,7.0,15.6,161576.0,21377.0,1,0,1,0,0,0,1,0
0.0,475618.0,0.0,0.0,176704.0,744.0,1049180.0,14.0,22.4,691866.0,16525.0,0,1,1,0,1,0,0,0
0.0,409002.0,0.0,0.0,280082.0,718.0,1674603.0,13.0,20.6,136705.0,17723.0,1,0,1,0,1,0,0,0
0.0,708994.0,0.0,0.0,393668.0,731.0,1638798.9399928101,15.0,17.6,492290.0,30908.0,0,1,1,0,0,0,1,0
0.0,359832.0,0.0,0.0,371228.0,720.0,1374023.0,9.0,15.8,147611.0,19809.0,1,0,1,0,0,0,1,0
0.0,116314.0,0.0,0.0,161480.0,733.0,1051289.0,10.0,30.5,89300.00000000003,16009.0,0,1,1,0,0,0,1,0
0.0,428538.0,0.0,0.0,288376.0,746.0,1459789.0,7.0,21.8,166915.0,17274.0,0,1,1,0,1,0,0,0
0.0,1059740.0,0.0,0.0,444136.0,729.0,958930.0,14.0,23.6,481403.0,30206.0,1,0,1,0,0,1,0,0
0.0,764500.0,0.0,0.0,309606.0,747.0,1993784.0,12.0,16.7,154508.0,31568.0,0,1,1,0,1,0,0,0
0.0,368038.0,0.0,0.0,304172.0,732.0,736725.0,6.0,16.0,291802.0,10007.0,0,1,1,0,1,0,0,0
0.0,433686.0,0.0,0.0,130658.0,743.0,936643.0,15.0,23.5,104120.0,13737.0,0,1,1,0,0,1,0,0
0.0,924154.0,0.0,0.0,301664.0,722.0,2586603.0,10.0,20.7,740677.0,16009.0,0,1,1,0,0,1,0,0
0.0,684794.0,0.0,0.0,554796.0,693.0,1198406.0,16.0,16.3,163229.0,24867.0,0,1,1,0,0,0,1,0
0.0,364100.0,0.0,0.0,309606.0,748.0,2007217.0,10.0,10.0,249052.0,13883.0,0,1,1,0,1,0,0,0
0.0,360954.0,0.0,0.0,309606.0,7050.0,1170590.0,8.0,13.6,231610.0,11653.0,0,1,1,0,0,0,1,1
0.0,475618.0,0.0,0.0,386804.0,691.0,1206348.0,10.0,21.5,208449.0,20407.0,0,1,1,0,1,0,0,0
0.0,977416.0,0.0,0.0,309606.0,693.0,1420478.0,12.0,14.8,447393.0,32198.0,1,0,1,0,0,0,1,0
0.0,1517824.0,0.0,0.0,309496.0,745.0,1743174.0,17.0,16.8,550544.0,16560.0,0,1,1,0,1,0,0,0
0.0,1235696.0,0.0,0.0,252450.0,740.0,633593.0,11.0,17.2,402325.0,8818.0,0,1,1,0,0,0,1,0
0.0,704660.0,0.0,0.0,537130.0,731.0,1060556.919970803,12.0,11.100000000000001,192299.0,11597.0,1,0,0,1,1,0,0,1
0.0,475618.0,0.0,0.0,88352.0,696.0,992047.0,6.0,20.5,67032.0,16009.0,1,0,0,1,0,0,1,0
1.0,238326.0,2.0,1.0,224906.0,731.0,1332013.3392718101,8.0,19.8,146148.0,21657.0,0,1,1,0,1,0,0,0
0.0,346918.0,0.0,0.0,200134.0,718.0,1336688.0,12.0,16.5,282245.0,19716.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,731412.0,675.0,1683210.0,18.0,22.2,208449.0,33285.0,1,0,1,0,1,0,0,1
0.0,810942.0,1.0,1.0,245168.0,7050.0,1275166.0,13.0,16.4,83334.0,13921.0,0,1,1,0,0,0,1,1
0.0,1075976.0,0.0,0.0,309606.0,740.0,2468233.0,10.0,17.0,543609.0,16009.0,0,1,0,1,1,0,0,0
0.0,475618.0,0.0,0.0,754996.0,686.0,1170590.0,10.0,27.5,208449.0,16009.0,1,0,1,0,1,0,0,1
0.0,630366.0,0.0,0.0,456808.0,731.0,1316994.777889451,19.0,15.2,466545.0,17262.0,0,1,1,0,0,0,1,0
0.0,513876.0,0.0,0.0,309606.0,741.0,1630428.0,12.0,14.5,195282.0,27446.0,0,1,0,1,0,0,1,0
0.0,475618.0,0.0,0.0,301158.0,731.0,1559732.487597428,11.0,28.0,208449.0,27976.0,0,1,1,0,1,0,0,0
1.0,605638.0,2.0,1.0,319396.0,743.0,957790.0,11.0,13.5,224390.0,24025.0,0,1,1,0,1,0,0,0
0.0,359942.0,0.0,0.0,325050.0,731.0,1157573.0968432487,14.0,12.0,167561.0,16134.0,0,1,1,0,1,0,0,0
0.0,910954.0,1.0,1.0,389686.0,739.0,1321621.0,18.0,18.0,348536.0,17291.0,1,0,1,0,1,0,0,0
0.0,434104.0,0.0,0.0,154286.0,745.0,951805.0,6.0,10.9,195719.0,4148.0,0,1,1,0,1,0,0,0
0.0,944702.0,0.0,0.0,434544.0,731.0,1657647.1638147733,9.0,11.0,673094.0,31430.0,0,1,1,0,0,0,1,0
0.0,711722.0,0.0,0.0,462880.0,748.0,2093971.0,7.0,19.4,434568.0,13052.0,0,1,1,0,1,0,0,0
0.0,375848.0,1.0,1.0,309606.0,730.0,772236.0,13.0,14.3,67849.0,12098.0,0,1,0,1,0,0,1,0
0.0,475618.0,0.0,0.0,449328.0,742.0,1823867.0,14.0,24.0,208449.0,26613.0,0,1,1,0,1,0,0,0
0.0,1053052.0,0.0,0.0,309606.0,716.0,1170590.0,14.0,31.5,371051.0,23263.0,0,1,0,1,1,0,0,0
0.0,360470.0,0.0,0.0,112618.0,712.0,1170590.0,10.0,16.5,161880.0,4692.0,0,1,0,1,0,0,1,0
0.0,1372976.0,0.0,0.0,336138.0,720.0,1161204.0,12.0,17.3,260870.0,30965.0,1,0,1,0,0,0,1,0
0.0,368390.0,0.0,0.0,309606.0,741.0,1581579.0,7.0,21.0,291745.0,14893.0,0,1,1,0,1,0,0,0
0.0,774928.0,0.0,0.0,448602.0,708.0,1603182.0,10.0,14.1,335293.0,15097.0,1,0,1,0,1,0,0,0
0.0,551276.0,0.0,0.0,190586.0,737.0,1065064.0,9.0,17.0,77121.0,3950.0,0,1,0,1,1,0,0,0
0.0,155518.0,0.0,0.0,133386.0,738.0,1170590.0,10.0,17.0,103968.0,16009.0,1,0,0,1,0,0,1,1
0.0,475618.0,0.0,0.0,637956.0,684.0,1170590.0,8.0,22.3,759468.0,29982.0,1,0,1,0,0,0,1,1
0.0,1032768.0,0.0,0.0,111408.0,748.0,1116022.0,8.0,16.5,86526.0,10044.0,0,1,1,0,0,0,1,0
0.0,352352.0,0.0,0.0,259512.0,705.0,747080.0,13.0,21.4,250439.0,13074.0,0,1,1,0,0,0,1,0
0.0,811470.0,0.0,0.0,219406.0,749.0,574351.0,8.0,20.3,208449.0,16009.0,0,1,0,1,0,1,0,0
0.0,364100.0,0.0,0.0,309606.0,738.0,1311646.0,12.0,16.7,172007.0,19675.0,0,1,1,0,1,0,0,0
0.0,789844.0,0.0,0.0,220506.0,718.0,1771066.0,10.0,28.9,450889.0,16009.0,0,1,1,0,0,0,1,0
0.0,544632.0,0.0,0.0,309606.0,740.0,1395645.0,10.0,21.3,30571.0,19655.0,0,1,0,1,1,0,0,0
0.0,436722.0,0.0,0.0,262130.0,739.0,848939.0,11.0,13.7,224048.0,15281.0,0,1,1,0,0,1,0,0
0.0,243298.0,0.0,0.0,309606.0,741.0,1107776.0,7.0,18.2,36347.0,5687.0,0,1,0,1,0,0,1,0
0.0,475618.0,0.0,0.0,124784.0,743.0,1170590.0,11.0,11.7,208449.0,16009.0,0,1,0,1,0,0,1,0
